,hsname,devi
0,灘高等学校,79.0
1,お茶の水女子大学附属高等学校,78.0
2,筑波大学附属高等学校,78.0
3,筑波大学附属駒場高等学校,78.0
4,東大寺学園高等学校,78.0
5,ラ・サール高等学校,78.0
6,開成高等学校,77.0
7,東京学芸大学附属高等学校,77.0
8,神戸高等学校,77.0
9,北野高等学校,76.0
10,大阪星光学院高等学校,76.0
11,久留米大学附設高等学校,76.0
12,慶應義塾高等学校,76.0
13,慶應義塾志木高等学校,76.0
14,慶應義塾湘南藤沢高等部,76.0
15,慶應義塾女子高等学校,76.0
16,膳所高等学校,76.0
17,渋谷教育学園幕張高等学校,76.0
18,青雲高等学校,76.0
19,西大和学園高等学校,76.0
0,早稲田大学本庄高等学院,76.0
1,愛光高等学校,75.0
2,市川高等学校,75.0
3,天王寺高等学校,75.0
4,湘南高等学校,75.0
5,横浜翠嵐高等学校,75.0
6,熊本高等学校,75.0
7,大宮高等学校,75.0
8,千葉高等学校,75.0
9,船橋高等学校,75.0
10,広島大学附属福山高等学校,75.0
11,洛南高等学校,75.0
12,早稲田実業学校,75.0
13,早稲田大学高等学院,75.0
14,AICJ高等学校,75.0
15,江戸川学園取手高等学校,74.0
16,鶴丸高等学校,74.0
17,浦和高等学校,74.0
18,栄東高等学校,74.0
19,四天王寺高等学校,74.0
0,樟南高等学校,74.0
1,清風南海高等学校,74.0
2,智辯学園和歌山高等学校,74.0
3,日比谷高等学校,74.0
4,姫路西高等学校,74.0
5,広島大学附属高等学校,74.0
6,江戸川学園取手高等学校,74.0
7,AICJ高等学校,74.0
8,金沢泉丘高等学校,73.0
9,水戸第一高等学校,73.0
10,三国丘高等学校,73.0
11,岡山白陵高等学校,73.0
12,開智高等学校,73.0
13,金沢大学附属高等学校,73.0
14,関西大倉高等学校,73.0
15,京都市立堀川高等学校,73.0
16,清教学園高等学校,73.0
17,済々黌高等学校,73.0
18,浦和第一女子高等学校,73.0
19,栄東高等学校,73.0
0,昭和学院秀英高等学校,73.0
1,東葛飾高等学校,73.0
2,帝塚山高等学校,73.0
3,帝塚山高等学校,73.0
4,東海高等学校,73.0
5,国立高等学校,73.0
6,都立西高等学校,73.0
7,新潟高等学校,73.0
8,白陵高等学校,73.0
9,加古川東高等学校,73.0
10,兵庫高等学校,73.0
11,修猷館高等学校,73.0
12,桃山学院高等学校,73.0
13,西武学園文理高等学校,72.0
14,旭丘高等学校,72.0
15,岡崎高等学校,72.0
16,青山学院高等部,72.0
17,土浦第一高等学校,72.0
18,大阪教育大学附属高等学校池田校舎,72.0
19,大阪教育大学附属高等学校天王寺校舎,72.0
0,茨木高等学校,72.0
1,大手前高等学校,72.0
2,鹿児島実業高等学校,72.0
3,柏陽高等学校,72.0
4,岐阜高等学校,72.0
5,九州国際大学付属高等学校,72.0
6,嵯峨野高等学校,72.0
7,前橋高等学校,72.0
8,国際基督教大学高等学校,72.0
9,大宮高等学校,72.0
10,春日部高等学校,72.0
11,膳所高等学校,72.0
12,巣鴨高等学校,72.0
13,須磨学園高等学校,72.0
14,専修大学松戸高等学校,72.0
15,滝高等学校,72.0
16,千葉東高等学校,72.0
17,船橋高等学校,72.0
18,東京工業大学附属科学技術高等学校,72.0
19,戸山高等学校,72.0
0,八王子東高等学校,72.0
1,同志社高等学校,72.0
2,徳島市立高等学校,72.0
3,宇都宮高等学校,72.0
4,長崎西高等学校,72.0
5,奈良高等学校,72.0
6,西大和学園高等学校,72.0
7,宝塚北高等学校,72.0
8,長田高等学校,72.0
9,明善高等学校,72.0
10,筑紫丘高等学校,72.0
11,筑紫丘高等学校,72.0
12,福岡高等学校,72.0
13,仙台第二高等学校,72.0
14,明治大学付属明治高等学校,72.0
15,洛南高等学校,72.0
16,立教池袋高等学校,72.0
17,立教新座高等学校,72.0
18,立命館高等学校,72.0
19,立命館守山高等学校,72.0
0,一宮高等学校,71.0
1,明和高等学校,71.0
2,青森高等学校,71.0
3,秋田高等学校,71.0
4,金沢泉丘高等学校,71.0
5,江戸川学園取手高等学校,71.0
6,大分上野丘高等学校,71.0
7,高津高等学校,71.0
8,高松高等学校,71.0
9,川越東高等学校,71.0
10,京都市立西京高等学校,71.0
11,嵯峨野高等学校,71.0
12,近畿大学附属高等学校,71.0
13,高崎高等学校,71.0
14,作新学院高等学校,71.0
15,札幌光星高等学校,71.0
16,静岡高等学校,71.0
17,就実高等学校,71.0
18,淑徳与野高等学校,71.0
19,須磨学園高等学校,71.0
0,清風高等学校,71.0
1,佐倉高等学校,71.0
2,佐倉高等学校,71.0
3,土浦日本大学高等学校,71.0
4,青山高等学校,71.0
5,桐朋高等学校,71.0
6,富山中部高等学校,71.0
7,名古屋市立向陽高等学校,71.0
8,奈良学園高等学校,71.0
9,新潟高等学校,71.0
10,西宮市立西宮高等学校,71.0
11,神戸高等学校,71.0
12,広尾学園高等学校,71.0
13,藤島高等学校,71.0
14,福岡大学附属大濠高等学校,71.0
15,福島高等学校,71.0
16,札幌北高等学校,71.0
17,札幌南高等学校,71.0
18,四日市高等学校,71.0
19,宮崎西高等学校,71.0
0,山形東高等学校,71.0
1,徳山高等学校,71.0
2,甲府南高等学校,71.0
3,立命館守山高等学校,71.0
4,明星高等学校,71.0
5,開智高等学校,71.0
6,立命館守山高等学校,71.0
7,刈谷高等学校,70.0
8,時習館高等学校,70.0
9,八戸高等学校,70.0
10,茨城高等学校,70.0
11,竹園高等学校,70.0
12,大阪桐蔭高等学校,70.0
13,生野高等学校,70.0
14,四條畷高等学校,70.0
15,豊中高等学校,70.0
16,開智高等学校,70.0
17,甲南高等学校,70.0
18,春日部共栄高等学校,70.0
19,厚木高等学校,70.0
0,横浜緑ケ丘高等学校,70.0
1,桃山高等学校,70.0
2,近畿大学附属和歌山高等学校,70.0
3,近畿大学附属和歌山高等学校,70.0
4,錦城高等学校,70.0
5,國學院大學久我山高等学校,70.0
6,川越高等学校,70.0
7,さいたま市立浦和高等学校,70.0
8,清水東高等学校,70.0
9,沼津東高等学校,70.0
10,浜松北高等学校,70.0
11,富士高等学校,70.0
12,四天王寺高等学校,70.0
13,芝浦工業大学柏高等学校,70.0
14,芝浦工業大学柏高等学校,70.0
15,修道高等学校,70.0
16,淑徳与野高等学校,70.0
17,城北高等学校,70.0
18,西南学院高等学校,70.0
19,創価高等学校,70.0
0,高松第一高等学校,70.0
1,薬園台高等学校,70.0
2,中央大学高等学校,70.0
3,立川高等学校,70.0
4,宇都宮女子高等学校,70.0
5,長野高等学校,70.0
6,兵庫高等学校,70.0
7,広尾学園高等学校,70.0
8,明善高等学校,70.0
9,明善高等学校,70.0
10,東筑高等学校,70.0
11,安積高等学校,70.0
12,法政大学第二高等学校,70.0
13,星野高等学校,70.0
14,札幌西高等学校,70.0
15,宮崎大宮高等学校,70.0
16,桃山学院高等学校,70.0
17,山形東高等学校,70.0
18,山口高等学校,70.0
19,山手学院高等学校,70.0
0,立命館高等学校,70.0
1,瑞陵高等学校,70.0
2,西武学園文理高等学校,69.0
3,八王子高等学校,69.0
4,弘前高等学校,69.0
5,小松高等学校,69.0
6,盛岡第一高等学校,69.0
7,宇都宮短期大学附属高等学校,69.0
8,松山東高等学校,69.0
9,大阪教育大学附属高等学校平野校舎,69.0
10,岸和田高等学校,69.0
11,大宮開成高等学校,69.0
12,丸亀高等学校,69.0
13,学習院高等科,69.0
14,川和高等学校,69.0
15,多摩高等学校,69.0
16,関西大倉高等学校,69.0
17,大垣北高等学校,69.0
18,多治見北高等学校,69.0
19,京都教育大学附属高等学校,69.0
0,幸福の科学学園高等学校,69.0
1,川越女子高等学校,69.0
2,佐賀西高等学校,69.0
3,作新学院高等学校,69.0
4,佐野日本大学高等学校,69.0
5,狭山ヶ丘高等学校,69.0
6,磐田南高等学校,69.0
7,松江北高等学校,69.0
8,淑徳高等学校,69.0
9,淑徳与野高等学校,69.0
10,樹徳高等学校,69.0
11,如水館高等学校,69.0
12,専修大学松戸高等学校,69.0
13,筑陽学園高等学校,69.0
14,木更津高等学校,69.0
15,長生高等学校,69.0
16,千葉市立千葉高等学校,69.0
17,千葉市立千葉高等学校,69.0
18,中央大学杉並高等学校,69.0
19,中央大学附属高等学校,69.0
0,筑紫女学園高等学校,69.0
1,桐蔭学園高等学校,69.0
2,小山台高等学校,69.0
3,新宿高等学校,69.0
4,桐光学園高等学校,69.0
5,桐光学園高等学校,69.0
6,同志社国際高等学校,69.0
7,土佐高等学校,69.0
8,米子東高等学校,69.0
9,富山高等学校,69.0
10,富山中部高等学校,69.0
11,長崎北陽台高等学校,69.0
12,松本深志高等学校,69.0
13,名古屋市立向陽高等学校,69.0
14,畝傍高等学校,69.0
15,新潟南高等学校,69.0
16,日本大学習志野高等学校,69.0
17,明石北高等学校,69.0
18,小野高等学校,69.0
19,姫路西高等学校,69.0
0,広島市立基町高等学校,69.0
1,小倉高等学校,69.0
2,春日高等学校,69.0
3,城南高等学校,69.0
4,法政大学国際高等学校,69.0
5,真和高等学校,69.0
6,四日市高等学校,69.0
7,仙台第一高等学校,69.0
8,明治大学付属中野高等学校,69.0
9,明誠学院高等学校,69.0
10,山形南高等学校,69.0
11,横浜市立横浜サイエンスフロンティア高等学校,69.0
12,立命館高等学校,69.0
13,立命館慶祥高等学校,69.0
14,桐蔭高等学校,69.0
15,早稲田佐賀高等学校,69.0
16,岡山朝日高等学校,69.0
17,明石工業高等専門学校,69.0
18,明石工業高等専門学校,69.0
19,筑紫女学園高等学校,69.0
0,京都女子高等学校,69.0
1,瑞陵高等学校,68.0
2,千種高等学校,68.0
3,半田高等学校,68.0
4,池田高等学校,68.0
5,小松高等学校,68.0
6,竜ヶ崎第一高等学校,68.0
7,AICJ高等学校,68.0
8,追手門学院高等学校,68.0
9,大分舞鶴高等学校,68.0
10,大阪国際高等学校,68.0
11,春日丘高等学校,68.0
12,千里高等学校,68.0
13,千里高等学校,68.0
14,岡山高等学校,68.0
15,岡山城東高等学校,68.0
16,開智高等学校,68.0
17,大手前高松高等学校,68.0
18,相模原高等学校,68.0
19,鎌倉学園高等学校,68.0
0,関西創価高等学校,68.0
1,関西大学第一高等学校,68.0
2,岐阜北高等学校,68.0
3,九州国際大学付属高等学校,68.0
4,京都共栄学園高等学校,68.0
5,京都女子高等学校,68.0
6,南陽高等学校,68.0
7,福知山高等学校,68.0
8,近畿大学附属高等学校,68.0
9,第二高等学校,68.0
10,第二高等学校,68.0
11,太田高等学校,68.0
12,高崎女子高等学校,68.0
13,前橋女子高等学校,68.0
14,敬愛高等学校,68.0
15,国府台女子学院高等部,68.0
16,國學院大學栃木高等学校,68.0
17,越谷北高等学校,68.0
18,所沢北高等学校,68.0
19,不動岡高等学校,68.0
0,蕨高等学校,68.0
1,札幌第一高等学校,68.0
2,石山高等学校,68.0
3,彦根東高等学校,68.0
4,守山高等学校,68.0
5,韮山高等学校,68.0
6,富士高等学校,68.0
7,自由ケ丘高等学校,68.0
8,常総学院高等学校,68.0
9,城北埼玉高等学校,68.0
10,成蹊高等学校,68.0
11,清風高等学校,68.0
12,拓殖大学第一高等学校,68.0
13,柏高等学校,68.0
14,帝京大学高等学校,68.0
15,都立国際高等学校,68.0
16,国分寺高等学校,68.0
17,駒場高等学校,68.0
18,徳島北高等学校,68.0
19,徳島文理高等学校,68.0
0,高岡高等学校,68.0
1,高岡高等学校,68.0
2,富山高等学校,68.0
3,長崎西高等学校,68.0
4,屋代高等学校,68.0
5,名古屋市立菊里高等学校,68.0
6,郡山高等学校,68.0
7,西宮市立西宮高等学校,68.0
8,西宮市立西宮東高等学校,68.0
9,日本大学鶴ヶ丘高等学校,68.0
10,函館ラ・サール高等学校,68.0
11,比叡山高等学校,68.0
12,東山高等学校,68.0
13,加古川東高等学校,68.0
14,弘学館高等学校,68.0
15,嘉穂高等学校,68.0
16,城南高等学校,68.0
17,磐城高等学校,68.0
18,法政大学高等学校,68.0
19,釧路湖陵高等学校,68.0
0,札幌東高等学校,68.0
1,津西高等学校,68.0
2,仙台第三高等学校,68.0
3,仙台二華高等学校,68.0
4,宮城第一高等学校,68.0
5,宮城第一高等学校,68.0
6,明治大学付属中野八王子高等学校,68.0
7,山形西高等学校,68.0
8,米沢興譲館高等学校,68.0
9,宇部高等学校,68.0
10,下関西高等学校,68.0
11,下関西高等学校,68.0
12,山口高等学校,68.0
13,甲府第一高等学校,68.0
14,麗澤高等学校,68.0
15,徳山工業高等専門学校,68.0
16,徳山工業高等専門学校,68.0
17,徳山工業高等専門学校,68.0
18,久留米工業高等専門学校,68.0
19,久留米工業高等専門学校,68.0
0,久留米工業高等専門学校,68.0
1,久留米工業高等専門学校,68.0
2,久留米工業高等専門学校,68.0
3,開智未来高等学校,68.0
4,八千代松陰高等学校,68.0
5,朋優学院高等学校,68.0
6,日本大学高等学校,68.0
7,幸福の科学学園関西高等学校,68.0
8,西武学園文理高等学校,67.0
9,八王子高等学校,67.0
10,一宮西高等学校,67.0
11,豊田西高等学校,67.0
12,秋田南高等学校,67.0
13,金沢二水高等学校,67.0
14,緑岡高等学校,67.0
15,江戸川女子高等学校,67.0
16,大阪女学院高等学校,67.0
17,大阪女学院高等学校,67.0
18,泉陽高等学校,67.0
19,大谷高等学校,67.0
0,大宮開成高等学校,67.0
1,開邦高等学校,67.0
2,沖縄尚学高等学校,67.0
3,開明高等学校,67.0
4,鹿児島中央高等学校,67.0
5,鹿児島純心女子高等学校,67.0
6,希望ケ丘高等学校,67.0
7,光陵高等学校,67.0
8,平塚江南高等学校,67.0
9,横須賀高等学校,67.0
10,川越東高等学校,67.0
11,関西大学高等部,67.0
12,加納高等学校,67.0
13,京都成章高等学校,67.0
14,近畿大学附属広島高等学校 東広島校,67.0
15,浦和西高等学校,67.0
16,熊谷高等学校,67.0
17,越谷北高等学校,67.0
18,所沢北高等学校,67.0
19,志學館高等部,67.0
0,沼津東高等学校,67.0
1,浜松北高等学校,67.0
2,十文字高等学校,67.0
3,淑徳与野高等学校,67.0
4,昌平高等学校,67.0
5,城北埼玉高等学校,67.0
6,聖ウルスラ学院英智高等学校,67.0
7,星稜高等学校,67.0
8,筑陽学園高等学校,67.0
9,木更津高等学校,67.0
10,小金高等学校,67.0
11,船橋東高等学校,67.0
12,八千代高等学校,67.0
13,千葉市立稲毛高等学校,67.0
14,中央大学附属横浜高等学校,67.0
15,帝塚山高等学校,67.0
16,帝塚山学院泉ヶ丘高等学校,67.0
17,竹早高等学校,67.0
18,三田高等学校,67.0
19,武蔵野北高等学校,67.0
0,東京農業大学第二高等学校,67.0
1,桐朋女子高等学校,67.0
2,東洋高等学校,67.0
3,土佐塾高等学校,67.0
4,宇都宮東高等学校,67.0
5,栃木高等学校,67.0
6,獨協埼玉高等学校,67.0
7,朋優学院高等学校,67.0
8,伊那北高等学校,67.0
9,名古屋高等学校,67.0
10,成田高等学校,67.0
11,長岡高等学校,67.0
12,日本大学高等学校,67.0
13,日本大学第二高等学校,67.0
14,初芝富田林高等学校,67.0
15,花園高等学校,67.0
16,御影高等学校,67.0
17,姫路東高等学校,67.0
18,広島高等学校,67.0
19,高志高等学校,67.0
0,香住丘高等学校,67.0
1,安積黎明高等学校,67.0
2,細田学園高等学校,67.0
3,札幌旭丘高等学校,67.0
4,本庄東高等学校,67.0
5,伊勢高等学校,67.0
6,桑名高等学校,67.0
7,津高等学校,67.0
8,四日市南高等学校,67.0
9,水城高等学校,67.0
10,仙台第三高等学校,67.0
11,茗溪学園高等学校,67.0
12,明治学院高等学校,67.0
13,名城大学附属高等学校,67.0
14,名城大学附属高等学校,67.0
15,盛岡中央高等学校,67.0
16,八千代松陰高等学校,67.0
17,山形南高等学校,67.0
18,岩国高等学校,67.0
19,宇部高等学校,67.0
0,甲府東高等学校,67.0
1,吉田高等学校,67.0
2,立命館宇治高等学校,67.0
3,立命館宇治高等学校,67.0
4,立命館宇治高等学校,67.0
5,群馬工業高等専門学校,67.0
6,群馬工業高等専門学校,67.0
7,群馬工業高等専門学校,67.0
8,群馬工業高等専門学校,67.0
9,群馬工業高等専門学校,67.0
10,明石工業高等専門学校,67.0
11,明石工業高等専門学校,67.0
12,奈良工業高等専門学校,67.0
13,奈良工業高等専門学校,67.0
14,奈良工業高等専門学校,67.0
15,奈良工業高等専門学校,67.0
16,奈良工業高等専門学校,67.0
17,熊本高等専門学校熊本キャンパス,67.0
18,熊本高等専門学校熊本キャンパス,67.0
19,熊本高等専門学校熊本キャンパス,67.0
0,大分工業高等専門学校,67.0
1,大分工業高等専門学校,67.0
2,大分工業高等専門学校,67.0
3,大分工業高等専門学校,67.0
4,開智高等学校,67.0
5,十文字高等学校,67.0
6,鶯谷高等学校,67.0
7,岡崎北高等学校,67.0
8,白梅学園高等学校,66.0
9,暁高等学校,66.0
10,七尾高等学校,66.0
11,土浦第二高等学校,66.0
12,日立第一高等学校,66.0
13,江戸川女子高等学校,66.0
14,今治西高等学校,66.0
15,松山南高等学校,66.0
16,松山南高等学校,66.0
17,桜美林高等学校,66.0
18,桜美林高等学校,66.0
19,大阪青凌高等学校,66.0
0,和泉高等学校,66.0
1,寝屋川高等学校,66.0
2,箕面高等学校,66.0
3,大宮開成高等学校,66.0
4,春日部共栄高等学校,66.0
5,小田原高等学校,66.0
6,神奈川総合高等学校,66.0
7,神奈川総合高等学校,66.0
8,鎌倉高等学校,66.0
9,大和高等学校,66.0
10,横浜平沼高等学校,66.0
11,恵那高等学校,66.0
12,関高等学校,66.0
13,九州産業大学付属九州高等学校,66.0
14,京都市立堀川高等学校,66.0
15,京都市立紫野高等学校,66.0
16,京都橘高等学校,66.0
17,近畿大学附属高等学校,66.0
18,錦城高等学校,66.0
19,熊本学園大学付属高等学校,66.0
0,光泉カトリック高等学校,66.0
1,駒込高等学校,66.0
2,川口北高等学校,66.0
3,蕨高等学校,66.0
4,佐久長聖高等学校,66.0
5,磐田南高等学校,66.0
6,掛川西高等学校,66.0
7,清水東高等学校,66.0
8,韮山高等学校,66.0
9,藤枝東高等学校,66.0
10,出雲高等学校,66.0
11,尚志館高等学校,66.0
12,常翔学園高等学校,66.0
13,須磨学園高等学校,66.0
14,柏高等学校,66.0
15,長生高等学校,66.0
16,千葉市立稲毛高等学校,66.0
17,中京大学附属中京高等学校,66.0
18,桐蔭学園高等学校,66.0
19,東京芸術大学音楽学部附属音楽高等学校,66.0
0,東京都市大学等々力高等学校,66.0
1,小松川高等学校,66.0
2,町田高等学校,66.0
3,同志社香里高等学校,66.0
4,石橋高等学校,66.0
5,米子東高等学校,66.0
6,砺波高等学校,66.0
7,長崎北陽台高等学校,66.0
8,屋代高等学校,66.0
9,長野日本大学高等学校,66.0
10,浪速高等学校,66.0
11,成田高等学校,66.0
12,高田高等学校,66.0
13,新潟南高等学校,66.0
14,西宮市立西宮東高等学校,66.0
15,日本大学山形高等学校,66.0
16,日本女子大学附属高等学校,66.0
17,日本大学第三高等学校,66.0
18,浜松市立高等学校,66.0
19,日出学園高等学校,66.0
0,龍野高等学校,66.0
1,武生高等学校,66.0
2,武生高等学校,66.0
3,香住丘高等学校,66.0
4,会津高等学校,66.0
5,橘高等学校,66.0
6,武南高等学校,66.0
7,星野高等学校,66.0
8,旭川東高等学校,66.0
9,帯広柏葉高等学校,66.0
10,札幌国際情報高等学校,66.0
11,室蘭栄高等学校,66.0
12,上野高等学校,66.0
13,仙台向山高等学校,66.0
14,都城泉ヶ丘高等学校,66.0
15,酒田東高等学校,66.0
16,米沢興譲館高等学校,66.0
17,山手学院高等学校,66.0
18,向陽高等学校,66.0
19,浜松西高等学校,66.0
0,石川工業高等専門学校,66.0
1,石川工業高等専門学校,66.0
2,石川工業高等専門学校,66.0
3,石川工業高等専門学校,66.0
4,石川工業高等専門学校,66.0
5,岐阜工業高等専門学校,66.0
6,岐阜工業高等専門学校,66.0
7,岐阜工業高等専門学校,66.0
8,岐阜工業高等専門学校,66.0
9,岐阜工業高等専門学校,66.0
10,鈴鹿工業高等専門学校,66.0
11,鈴鹿工業高等専門学校,66.0
12,鈴鹿工業高等専門学校,66.0
13,鈴鹿工業高等専門学校,66.0
14,鈴鹿工業高等専門学校,66.0
15,北九州工業高等専門学校,66.0
16,佐世保工業高等専門学校,66.0
17,佐世保工業高等専門学校,66.0
18,佐世保工業高等専門学校,66.0
19,佐世保工業高等専門学校,66.0
0,鹿児島工業高等専門学校,66.0
1,鹿児島工業高等専門学校,66.0
2,鹿児島工業高等専門学校,66.0
3,鹿児島工業高等専門学校,66.0
4,鹿児島工業高等専門学校,66.0
5,東京農業大学第二高等学校,66.0
6,昌平高等学校,66.0
7,長野日本大学高等学校,66.0
8,愛知高等学校,66.0
9,大阪国際高等学校,66.0
10,箕面自由学園高等学校,66.0
11,履正社高等学校,66.0
12,静岡サレジオ高等学校,65.0
13,静岡サレジオ高等学校,65.0
14,愛知高等学校,65.0
15,岡崎北高等学校,65.0
16,西春高等学校,65.0
17,愛知工業大学名電高等学校,65.0
18,愛知工業大学名電高等学校,65.0
19,足立学園高等学校,65.0
0,金沢桜丘高等学校,65.0
1,水戸第二高等学校,65.0
2,上宮高等学校,65.0
3,追手門学院高等学校,65.0
4,大分東明高等学校,65.0
5,大阪桐蔭高等学校,65.0
6,住吉高等学校,65.0
7,岡山学芸館高等学校,65.0
8,岡山城東高等学校,65.0
9,岡山操山高等学校,65.0
10,岡山芳泉高等学校,65.0
11,倉敷青陵高等学校,65.0
12,三木高等学校,65.0
13,鹿児島高等学校,65.0
14,横浜国際高等学校,65.0
15,横浜国際高等学校,65.0
16,関西大学北陽高等学校,65.0
17,関西学院高等部,65.0
18,大垣東高等学校,65.0
19,城南菱創高等学校,65.0
0,山城高等学校,65.0
1,清教学園高等学校,65.0
2,桐生高等学校,65.0
3,京華高等学校,65.0
4,佼成学園高等学校,65.0
5,高知学芸高等学校,65.0
6,高知追手前高等学校,65.0
7,金光八尾高等学校,65.0
8,熊谷女子高等学校,65.0
9,越ヶ谷高等学校,65.0
10,松山高等学校,65.0
11,埼玉栄高等学校,65.0
12,札幌第一高等学校,65.0
13,山村学園高等学校,65.0
14,浜松南高等学校,65.0
15,淑徳巣鴨高等学校,65.0
